Unique ID,Bill No,Ref Doc ID,Business Date,Created Date,Area,Branch,User Name,Mobile,Sale Items,Ambience,Cleanliness,Availability,Staff,Recommend
MOCK-147,B-1147,REF-2147,12-06-2026,2026-06-12 12:00:00,Nagpur City,NANDANWAN ABIS,User 147,9876540147,Chicken Meat,Good,Good,Good,Good,Somewhat Likely
MOCK-148,B-1148,REF-2148,13-03-2026,2026-03-13 12:00:00,Nagpur City,NANDANWAN ABIS,User 148,9876540148,Chicken Meat,Good,Good,Good,Good,Probably not
MOCK-149,B-1149,REF-2149,14-04-2026,2026-04-14 12:00:00,Nagpur City,NANDANWAN ABIS,User 149,9876540149,Chicken Meat,Good,Good,Good,Good,Definitely not
MOCK-150,B-1150,REF-2150,15-05-2026,2026-05-15 12:00:00,Nagpur City,NANDANWAN ABIS,User 150,9876540150,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-151,B-1151,REF-2151,01-03-2026,2026-03-01 12:00:00,Nagpur City,PRASHANT NAGAR SHOP,User 151,9876540151,Chicken Meat,Good,Good,Good,Good,Probably not
MOCK-152,B-1152,REF-2152,02-04-2026,2026-04-02 12:00:00,Nagpur City,PRASHANT NAGAR SHOP,User 152,9876540152,Chicken Meat,Good,Good,Good,Good,Definitely not
MOCK-153,B-1153,REF-2153,03-05-2026,2026-05-03 12:00:00,Nagpur City,PRASHANT NAGAR SHOP,User 153,9876540153,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-154,B-1154,REF-2154,04-06-2026,2026-06-04 12:00:00,Nagpur City,PRASHANT NAGAR SHOP,User 154,9876540154,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-155,B-1155,REF-2155,05-03-2026,2026-03-05 12:00:00,Nagpur City,PRASHANT NAGAR SHOP,User 155,9876540155,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-156,B-1156,REF-2156,06-04-2026,2026-04-06 12:00:00,Nagpur City,PRASHANT NAGAR SHOP,User 156,9876540156,Chicken Meat,Good,Good,Good,Good,Probably Yes
MOCK-157,B-1157,REF-2157,07-05-2026,2026-05-07 12:00:00,Nagpur City,PRASHANT NAGAR SHOP,User 157,9876540157,Chicken Meat,Good,Good,Good,Good,Somewhat Likely
MOCK-158,B-1158,REF-2158,08-06-2026,2026-06-08 12:00:00,Nagpur City,PRASHANT NAGAR SHOP,User 158,9876540158,Chicken Meat,Good,Good,Good,Good,Probably not
MOCK-159,B-1159,REF-2159,09-03-2026,2026-03-09 12:00:00,Nagpur City,PRASHANT NAGAR SHOP,User 159,9876540159,Chicken Meat,Good,Good,Good,Good,Definitely not
MOCK-160,B-1160,REF-2160,10-04-2026,2026-04-10 12:00:00,Nagpur City,PRASHANT NAGAR SHOP,User 160,9876540160,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-161,B-1161,REF-2161,11-05-2026,2026-05-11 12:00:00,Nagpur City,PRASHANT NAGAR SHOP,User 161,9876540161,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-162,B-1162,REF-2162,12-06-2026,2026-06-12 12:00:00,Nagpur City,PRASHANT NAGAR SHOP,User 162,9876540162,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-163,B-1163,REF-2163,13-03-2026,2026-03-13 12:00:00,Nagpur City,PRASHANT NAGAR SHOP,User 163,9876540163,Chicken Meat,Good,Good,Good,Good,Probably Yes
MOCK-164,B-1164,REF-2164,14-04-2026,2026-04-14 12:00:00,Nagpur City,PRASHANT NAGAR SHOP,User 164,9876540164,Chicken Meat,Good,Good,Good,Good,Somewhat Likely
MOCK-165,B-1165,REF-2165,15-05-2026,2026-05-15 12:00:00,Nagpur City,PRASHANT NAGAR SHOP,User 165,9876540165,Chicken Meat,Good,Good,Good,Good,Probably not
MOCK-166,B-1166,REF-2166,01-03-2026,2026-03-01 12:00:00,Nagpur City,RAMNAGAR   ABIS,User 166,9876540166,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-167,B-1167,REF-2167,02-04-2026,2026-04-02 12:00:00,Nagpur City,RAMNAGAR   ABIS,User 167,9876540167,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-168,B-1168,REF-2168,03-05-2026,2026-05-03 12:00:00,Nagpur City,RAMNAGAR   ABIS,User 168,9876540168,Chicken Meat,Good,Good,Good,Good,Probably Yes
MOCK-169,B-1169,REF-2169,04-06-2026,2026-06-04 12:00:00,Nagpur City,RAMNAGAR   ABIS,User 169,9876540169,Chicken Meat,Good,Good,Good,Good,Somewhat Likely
MOCK-170,B-1170,REF-2170,05-03-2026,2026-03-05 12:00:00,Nagpur City,RAMNAGAR   ABIS,User 170,9876540170,Chicken Meat,Good,Good,Good,Good,Probably not
MOCK-171,B-1171,REF-2171,06-04-2026,2026-04-06 12:00:00,Nagpur City,RAMNAGAR   ABIS,User 171,9876540171,Chicken Meat,Good,Good,Good,Good,Definitely not
MOCK-172,B-1172,REF-2172,07-05-2026,2026-05-07 12:00:00,Nagpur City,RAMNAGAR   ABIS,User 172,9876540172,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-173,B-1173,REF-2173,08-06-2026,2026-06-08 12:00:00,Nagpur City,RAMNAGAR   ABIS,User 173,9876540173,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-174,B-1174,REF-2174,09-03-2026,2026-03-09 12:00:00,Nagpur City,RAMNAGAR   ABIS,User 174,9876540174,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-175,B-1175,REF-2175,10-04-2026,2026-04-10 12:00:00,Nagpur City,RAMNAGAR   ABIS,User 175,9876540175,Chicken Meat,Good,Good,Good,Good,Probably Yes
MOCK-176,B-1176,REF-2176,11-05-2026,2026-05-11 12:00:00,Nagpur City,RAMNAGAR   ABIS,User 176,9876540176,Chicken Meat,Good,Good,Good,Good,Somewhat Likely
MOCK-177,B-1177,REF-2177,12-06-2026,2026-06-12 12:00:00,Nagpur City,RAMNAGAR   ABIS,User 177,9876540177,Chicken Meat,Good,Good,Good,Good,Probably not
MOCK-178,B-1178,REF-2178,13-03-2026,2026-03-13 12:00:00,Nagpur City,RAMNAGAR   ABIS,User 178,9876540178,Chicken Meat,Good,Good,Good,Good,Definitely not
MOCK-179,B-1179,REF-2179,14-04-2026,2026-04-14 12:00:00,Nagpur City,RAMNAGAR   ABIS,User 179,9876540179,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-180,B-1180,REF-2180,15-05-2026,2026-05-15 12:00:00,Nagpur City,RAMNAGAR   ABIS,User 180,9876540180,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-181,B-1181,REF-2181,01-03-2026,2026-03-01 12:00:00,Nagpur City,RAMNAGAR ABIS,User 181,9876540181,Chicken Meat,Good,Good,Good,Good,Definitely not
MOCK-182,B-1182,REF-2182,02-04-2026,2026-04-02 12:00:00,Nagpur City,RAMNAGAR ABIS,User 182,9876540182,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-183,B-1183,REF-2183,03-05-2026,2026-05-03 12:00:00,Nagpur City,RAMNAGAR ABIS,User 183,9876540183,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-184,B-1184,REF-2184,04-06-2026,2026-06-04 12:00:00,Nagpur City,RAMNAGAR ABIS,User 184,9876540184,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-185,B-1185,REF-2185,05-03-2026,2026-03-05 12:00:00,Nagpur City,RAMNAGAR ABIS,User 185,9876540185,Chicken Meat,Good,Good,Good,Good,Probably Yes
MOCK-186,B-1186,REF-2186,06-04-2026,2026-04-06 12:00:00,Nagpur City,RAMNAGAR ABIS,User 186,9876540186,Chicken Meat,Good,Good,Good,Good,Somewhat Likely
MOCK-187,B-1187,REF-2187,07-05-2026,2026-05-07 12:00:00,Nagpur City,RAMNAGAR ABIS,User 187,9876540187,Chicken Meat,Good,Good,Good,Good,Probably not
MOCK-188,B-1188,REF-2188,08-06-2026,2026-06-08 12:00:00,Nagpur City,RAMNAGAR ABIS,User 188,9876540188,Chicken Meat,Good,Good,Good,Good,Definitely not
MOCK-189,B-1189,REF-2189,09-03-2026,2026-03-09 12:00:00,Nagpur City,RAMNAGAR ABIS,User 189,9876540189,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-190,B-1190,REF-2190,10-04-2026,2026-04-10 12:00:00,Nagpur City,RAMNAGAR ABIS,User 190,9876540190,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-191,B-1191,REF-2191,11-05-2026,2026-05-11 12:00:00,Nagpur City,RAMNAGAR ABIS,User 191,9876540191,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-192,B-1192,REF-2192,12-06-2026,2026-06-12 12:00:00,Nagpur City,RAMNAGAR ABIS,User 192,9876540192,Chicken Meat,Good,Good,Good,Good,Probably Yes
MOCK-193,B-1193,REF-2193,13-03-2026,2026-03-13 12:00:00,Nagpur City,RAMNAGAR ABIS,User 193,9876540193,Chicken Meat,Good,Good,Good,Good,Somewhat Likely
MOCK-194,B-1194,REF-2194,14-04-2026,2026-04-14 12:00:00,Nagpur City,RAMNAGAR ABIS,User 194,9876540194,Chicken Meat,Good,Good,Good,Good,Probably not
MOCK-195,B-1195,REF-2195,15-05-2026,2026-05-15 12:00:00,Nagpur City,RAMNAGAR ABIS,User 195,9876540195,Chicken Meat,Good,Good,Good,Good,Definitely not
MOCK-196,B-1196,REF-2196,01-03-2026,2026-03-01 12:00:00,Nagpur City,SADAR ABIS SHOP,User 196,9876540196,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-197,B-1197,REF-2197,02-04-2026,2026-04-02 12:00:00,Nagpur City,SADAR ABIS SHOP,User 197,9876540197,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-198,B-1198,REF-2198,03-05-2026,2026-05-03 12:00:00,Nagpur City,SADAR ABIS SHOP,User 198,9876540198,Chicken Meat,Good,Good,Good,Good,Probably Yes
MOCK-199,B-1199,REF-2199,04-06-2026,2026-06-04 12:00:00,Nagpur City,SADAR ABIS SHOP,User 199,9876540199,Chicken Meat,Good,Good,Good,Good,Somewhat Likely
MOCK-200,B-1200,REF-2200,05-03-2026,2026-03-05 12:00:00,Nagpur City,SADAR ABIS SHOP,User 200,9876540200,Chicken Meat,Good,Good,Good,Good,Probably not
MOCK-201,B-1201,REF-2201,06-04-2026,2026-04-06 12:00:00,Nagpur City,SADAR ABIS SHOP,User 201,9876540201,Chicken Meat,Good,Good,Good,Good,Definitely not
MOCK-202,B-1202,REF-2202,07-05-2026,2026-05-07 12:00:00,Nagpur City,SADAR ABIS SHOP,User 202,9876540202,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-203,B-1203,REF-2203,08-06-2026,2026-06-08 12:00:00,Nagpur City,SADAR ABIS SHOP,User 203,9876540203,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-204,B-1204,REF-2204,09-03-2026,2026-03-09 12:00:00,Nagpur City,SADAR ABIS SHOP,User 204,9876540204,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-205,B-1205,REF-2205,10-04-2026,2026-04-10 12:00:00,Nagpur City,SADAR ABIS SHOP,User 205,9876540205,Chicken Meat,Good,Good,Good,Good,Probably Yes
MOCK-206,B-1206,REF-2206,11-05-2026,2026-05-11 12:00:00,Nagpur City,SADAR ABIS SHOP,User 206,9876540206,Chicken Meat,Good,Good,Good,Good,Somewhat Likely
MOCK-207,B-1207,REF-2207,12-06-2026,2026-06-12 12:00:00,Nagpur City,SADAR ABIS SHOP,User 207,9876540207,Chicken Meat,Good,Good,Good,Good,Probably not
MOCK-208,B-1208,REF-2208,13-03-2026,2026-03-13 12:00:00,Nagpur City,SADAR ABIS SHOP,User 208,9876540208,Chicken Meat,Good,Good,Good,Good,Definitely not
MOCK-209,B-1209,REF-2209,14-04-2026,2026-04-14 12:00:00,Nagpur City,SADAR ABIS SHOP,User 209,9876540209,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-210,B-1210,REF-2210,15-05-2026,2026-05-15 12:00:00,Nagpur City,SADAR ABIS SHOP,User 210,9876540210,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-211,B-1211,REF-2211,01-03-2026,2026-03-01 12:00:00,Raipur,Shankar Nagar,Raipur,User 211,9876540211,Chicken Meat,Good,Good,Good,Good,Definitely not
MOCK-212,B-1212,REF-2212,02-04-2026,2026-04-02 12:00:00,Raipur,Shankar Nagar,Raipur,User 212,9876540212,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-213,B-1213,REF-2213,03-05-2026,2026-05-03 12:00:00,Raipur,Shankar Nagar,Raipur,User 213,9876540213,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-214,B-1214,REF-2214,04-06-2026,2026-06-04 12:00:00,Raipur,Shankar Nagar,Raipur,User 214,9876540214,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-215,B-1215,REF-2215,05-03-2026,2026-03-05 12:00:00,Raipur,Shankar Nagar,Raipur,User 215,9876540215,Chicken Meat,Good,Good,Good,Good,Probably Yes
MOCK-216,B-1216,REF-2216,06-04-2026,2026-04-06 12:00:00,Raipur,Shankar Nagar,Raipur,User 216,9876540216,Chicken Meat,Good,Good,Good,Good,Somewhat Likely
MOCK-217,B-1217,REF-2217,07-05-2026,2026-05-07 12:00:00,Raipur,Shankar Nagar,Raipur,User 217,9876540217,Chicken Meat,Good,Good,Good,Good,Probably not
MOCK-218,B-1218,REF-2218,08-06-2026,2026-06-08 12:00:00,Raipur,Shankar Nagar,Raipur,User 218,9876540218,Chicken Meat,Good,Good,Good,Good,Definitely not
MOCK-219,B-1219,REF-2219,09-03-2026,2026-03-09 12:00:00,Raipur,Shankar Nagar,Raipur,User 219,9876540219,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-220,B-1220,REF-2220,10-04-2026,2026-04-10 12:00:00,Raipur,Shankar Nagar,Raipur,User 220,9876540220,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-221,B-1221,REF-2221,11-05-2026,2026-05-11 12:00:00,Raipur,Shankar Nagar,Raipur,User 221,9876540221,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-222,B-1222,REF-2222,12-06-2026,2026-06-12 12:00:00,Raipur,Shankar Nagar,Raipur,User 222,9876540222,Chicken Meat,Good,Good,Good,Good,Probably Yes
MOCK-223,B-1223,REF-2223,13-03-2026,2026-03-13 12:00:00,Raipur,Shankar Nagar,Raipur,User 223,9876540223,Chicken Meat,Good,Good,Good,Good,Somewhat Likely
MOCK-224,B-1224,REF-2224,14-04-2026,2026-04-14 12:00:00,Raipur,Shankar Nagar,Raipur,User 224,9876540224,Chicken Meat,Good,Good,Good,Good,Probably not
MOCK-225,B-1225,REF-2225,15-05-2026,2026-05-15 12:00:00,Raipur,Shankar Nagar,Raipur,User 225,9876540225,Chicken Meat,Good,Good,Good,Good,Definitely not
MOCK-226,B-1226,REF-2226,01-03-2026,2026-03-01 12:00:00,Nagpur City,SHANTI NAGAR ABIS,User 226,9876540226,Chicken Meat,Good,Good,Good,Good,Probably Yes
MOCK-227,B-1227,REF-2227,02-04-2026,2026-04-02 12:00:00,Nagpur City,SHANTI NAGAR ABIS,User 227,9876540227,Chicken Meat,Good,Good,Good,Good,Somewhat Likely
MOCK-228,B-1228,REF-2228,03-05-2026,2026-05-03 12:00:00,Nagpur City,SHANTI NAGAR ABIS,User 228,9876540228,Chicken Meat,Good,Good,Good,Good,Probably not
MOCK-229,B-1229,REF-2229,04-06-2026,2026-06-04 12:00:00,Nagpur City,SHANTI NAGAR ABIS,User 229,9876540229,Chicken Meat,Good,Good,Good,Good,Definitely not
MOCK-230,B-1230,REF-2230,05-03-2026,2026-03-05 12:00:00,Nagpur City,SHANTI NAGAR ABIS,User 230,9876540230,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-231,B-1231,REF-2231,06-04-2026,2026-04-06 12:00:00,Nagpur City,SHANTI NAGAR ABIS,User 231,9876540231,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-232,B-1232,REF-2232,07-05-2026,2026-05-07 12:00:00,Nagpur City,SHANTI NAGAR ABIS,User 232,9876540232,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-233,B-1233,REF-2233,08-06-2026,2026-06-08 12:00:00,Nagpur City,SHANTI NAGAR ABIS,User 233,9876540233,Chicken Meat,Good,Good,Good,Good,Probably Yes
MOCK-234,B-1234,REF-2234,09-03-2026,2026-03-09 12:00:00,Nagpur City,SHANTI NAGAR ABIS,User 234,9876540234,Chicken Meat,Good,Good,Good,Good,Somewhat Likely
MOCK-235,B-1235,REF-2235,10-04-2026,2026-04-10 12:00:00,Nagpur City,SHANTI NAGAR ABIS,User 235,9876540235,Chicken Meat,Good,Good,Good,Good,Probably not
MOCK-236,B-1236,REF-2236,11-05-2026,2026-05-11 12:00:00,Nagpur City,SHANTI NAGAR ABIS,User 236,9876540236,Chicken Meat,Good,Good,Good,Good,Definitely not
MOCK-237,B-1237,REF-2237,12-06-2026,2026-06-12 12:00:00,Nagpur City,SHANTI NAGAR ABIS,User 237,9876540237,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-238,B-1238,REF-2238,13-03-2026,2026-03-13 12:00:00,Nagpur City,SHANTI NAGAR ABIS,User 238,9876540238,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-239,B-1239,REF-2239,14-04-2026,2026-04-14 12:00:00,Nagpur City,SHANTI NAGAR ABIS,User 239,9876540239,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-240,B-1240,REF-2240,15-05-2026,2026-05-15 12:00:00,Nagpur City,SHANTI NAGAR ABIS,User 240,9876540240,Chicken Meat,Good,Good,Good,Good,Probably Yes
MOCK-241,B-1241,REF-2241,01-03-2026,2026-03-01 12:00:00,Raipur,Shivanand Nagar Raipur,User 241,9876540241,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-242,B-1242,REF-2242,02-04-2026,2026-04-02 12:00:00,Raipur,Shivanand Nagar Raipur,User 242,9876540242,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-243,B-1243,REF-2243,03-05-2026,2026-05-03 12:00:00,Raipur,Shivanand Nagar Raipur,User 243,9876540243,Chicken Meat,Good,Good,Good,Good,Probably Yes
MOCK-244,B-1244,REF-2244,04-06-2026,2026-06-04 12:00:00,Raipur,Shivanand Nagar Raipur,User 244,9876540244,Chicken Meat,Good,Good,Good,Good,Somewhat Likely
MOCK-245,B-1245,REF-2245,05-03-2026,2026-03-05 12:00:00,Raipur,Shivanand Nagar Raipur,User 245,9876540245,Chicken Meat,Good,Good,Good,Good,Probably not
MOCK-246,B-1246,REF-2246,06-04-2026,2026-04-06 12:00:00,Raipur,Shivanand Nagar Raipur,User 246,9876540246,Chicken Meat,Good,Good,Good,Good,Definitely not
MOCK-247,B-1247,REF-2247,07-05-2026,2026-05-07 12:00:00,Raipur,Shivanand Nagar Raipur,User 247,9876540247,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-248,B-1248,REF-2248,08-06-2026,2026-06-08 12:00:00,Raipur,Shivanand Nagar Raipur,User 248,9876540248,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-249,B-1249,REF-2249,09-03-2026,2026-03-09 12:00:00,Raipur,Shivanand Nagar Raipur,User 249,9876540249,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-250,B-1250,REF-2250,10-04-2026,2026-04-10 12:00:00,Raipur,Shivanand Nagar Raipur,User 250,9876540250,Chicken Meat,Good,Good,Good,Good,Probably Yes
MOCK-251,B-1251,REF-2251,11-05-2026,2026-05-11 12:00:00,Raipur,Shivanand Nagar Raipur,User 251,9876540251,Chicken Meat,Good,Good,Good,Good,Somewhat Likely
MOCK-252,B-1252,REF-2252,12-06-2026,2026-06-12 12:00:00,Raipur,Shivanand Nagar Raipur,User 252,9876540252,Chicken Meat,Good,Good,Good,Good,Probably not
MOCK-253,B-1253,REF-2253,13-03-2026,2026-03-13 12:00:00,Raipur,Shivanand Nagar Raipur,User 253,9876540253,Chicken Meat,Good,Good,Good,Good,Definitely not
MOCK-254,B-1254,REF-2254,14-04-2026,2026-04-14 12:00:00,Raipur,Shivanand Nagar Raipur,User 254,9876540254,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-255,B-1255,REF-2255,15-05-2026,2026-05-15 12:00:00,Raipur,Shivanand Nagar Raipur,User 255,9876540255,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-256,B-1256,REF-2256,01-03-2026,2026-03-01 12:00:00,Bhilai,Smriti Nagar ABIS,User 256,9876540256,Chicken Meat,Good,Good,Good,Good,Probably Yes
MOCK-257,B-1257,REF-2257,02-04-2026,2026-04-02 12:00:00,Bhilai,Smriti Nagar ABIS,User 257,9876540257,Chicken Meat,Good,Good,Good,Good,Somewhat Likely
MOCK-258,B-1258,REF-2258,03-05-2026,2026-05-03 12:00:00,Bhilai,Smriti Nagar ABIS,User 258,9876540258,Chicken Meat,Good,Good,Good,Good,Probably not
MOCK-259,B-1259,REF-2259,04-06-2026,2026-06-04 12:00:00,Bhilai,Smriti Nagar ABIS,User 259,9876540259,Chicken Meat,Good,Good,Good,Good,Definitely not
MOCK-260,B-1260,REF-2260,05-03-2026,2026-03-05 12:00:00,Bhilai,Smriti Nagar ABIS,User 260,9876540260,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-261,B-1261,REF-2261,06-04-2026,2026-04-06 12:00:00,Bhilai,Smriti Nagar ABIS,User 261,9876540261,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-262,B-1262,REF-2262,07-05-2026,2026-05-07 12:00:00,Bhilai,Smriti Nagar ABIS,User 262,9876540262,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-263,B-1263,REF-2263,08-06-2026,2026-06-08 12:00:00,Bhilai,Smriti Nagar ABIS,User 263,9876540263,Chicken Meat,Good,Good,Good,Good,Probably Yes
MOCK-264,B-1264,REF-2264,09-03-2026,2026-03-09 12:00:00,Bhilai,Smriti Nagar ABIS,User 264,9876540264,Chicken Meat,Good,Good,Good,Good,Somewhat Likely
MOCK-265,B-1265,REF-2265,10-04-2026,2026-04-10 12:00:00,Bhilai,Smriti Nagar ABIS,User 265,9876540265,Chicken Meat,Good,Good,Good,Good,Probably not
MOCK-266,B-1266,REF-2266,11-05-2026,2026-05-11 12:00:00,Bhilai,Smriti Nagar ABIS,User 266,9876540266,Chicken Meat,Good,Good,Good,Good,Definitely not
MOCK-267,B-1267,REF-2267,12-06-2026,2026-06-12 12:00:00,Bhilai,Smriti Nagar ABIS,User 267,9876540267,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-268,B-1268,REF-2268,13-03-2026,2026-03-13 12:00:00,Bhilai,Smriti Nagar ABIS,User 268,9876540268,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-269,B-1269,REF-2269,14-04-2026,2026-04-14 12:00:00,Bhilai,Smriti Nagar ABIS,User 269,9876540269,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-270,B-1270,REF-2270,15-05-2026,2026-05-15 12:00:00,Bhilai,Smriti Nagar ABIS,User 270,9876540270,Chicken Meat,Good,Good,Good,Good,Probably Yes
MOCK-271,B-1271,REF-2271,01-03-2026,2026-03-01 12:00:00,Nagpur City,SUBASH NAGAR ABIS,User 271,9876540271,Chicken Meat,Good,Good,Good,Good,Probably Yes
MOCK-272,B-1272,REF-2272,02-04-2026,2026-04-02 12:00:00,Nagpur City,SUBASH NAGAR ABIS,User 272,9876540272,Chicken Meat,Good,Good,Good,Good,Somewhat Likely
MOCK-273,B-1273,REF-2273,03-05-2026,2026-05-03 12:00:00,Nagpur City,SUBASH NAGAR ABIS,User 273,9876540273,Chicken Meat,Good,Good,Good,Good,Probably not
MOCK-274,B-1274,REF-2274,04-06-2026,2026-06-04 12:00:00,Nagpur City,SUBASH NAGAR ABIS,User 274,9876540274,Chicken Meat,Good,Good,Good,Good,Definitely not
MOCK-275,B-1275,REF-2275,05-03-2026,2026-03-05 12:00:00,Nagpur City,SUBASH NAGAR ABIS,User 275,9876540275,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-276,B-1276,REF-2276,06-04-2026,2026-04-06 12:00:00,Nagpur City,SUBASH NAGAR ABIS,User 276,9876540276,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-277,B-1277,REF-2277,07-05-2026,2026-05-07 12:00:00,Nagpur City,SUBASH NAGAR ABIS,User 277,9876540277,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-278,B-1278,REF-2278,08-06-2026,2026-06-08 12:00:00,Nagpur City,SUBASH NAGAR ABIS,User 278,9876540278,Chicken Meat,Good,Good,Good,Good,Probably Yes
MOCK-279,B-1279,REF-2279,09-03-2026,2026-03-09 12:00:00,Nagpur City,SUBASH NAGAR ABIS,User 279,9876540279,Chicken Meat,Good,Good,Good,Good,Somewhat Likely
MOCK-280,B-1280,REF-2280,10-04-2026,2026-04-10 12:00:00,Nagpur City,SUBASH NAGAR ABIS,User 280,9876540280,Chicken Meat,Good,Good,Good,Good,Probably not
MOCK-281,B-1281,REF-2281,11-05-2026,2026-05-11 12:00:00,Nagpur City,SUBASH NAGAR ABIS,User 281,9876540281,Chicken Meat,Good,Good,Good,Good,Definitely not
MOCK-282,B-1282,REF-2282,12-06-2026,2026-06-12 12:00:00,Nagpur City,SUBASH NAGAR ABIS,User 282,9876540282,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-283,B-1283,REF-2283,13-03-2026,2026-03-13 12:00:00,Nagpur City,SUBASH NAGAR ABIS,User 283,9876540283,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-284,B-1284,REF-2284,14-04-2026,2026-04-14 12:00:00,Nagpur City,SUBASH NAGAR ABIS,User 284,9876540284,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-285,B-1285,REF-2285,15-05-2026,2026-05-15 12:00:00,Nagpur City,SUBASH NAGAR ABIS,User 285,9876540285,Chicken Meat,Good,Good,Good,Good,Probably Yes
MOCK-286,B-1286,REF-2286,01-03-2026,2026-03-01 12:00:00,Bilaspur,Torwa, Bilaspur,User 286,9876540286,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-287,B-1287,REF-2287,02-04-2026,2026-04-02 12:00:00,Bilaspur,Torwa, Bilaspur,User 287,9876540287,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-288,B-1288,REF-2288,03-05-2026,2026-05-03 12:00:00,Bilaspur,Torwa, Bilaspur,User 288,9876540288,Chicken Meat,Good,Good,Good,Good,Probably Yes
MOCK-289,B-1289,REF-2289,04-06-2026,2026-06-04 12:00:00,Bilaspur,Torwa, Bilaspur,User 289,9876540289,Chicken Meat,Good,Good,Good,Good,Somewhat Likely
MOCK-290,B-1290,REF-2290,05-03-2026,2026-03-05 12:00:00,Bilaspur,Torwa, Bilaspur,User 290,9876540290,Chicken Meat,Good,Good,Good,Good,Probably not
MOCK-291,B-1291,REF-2291,06-04-2026,2026-04-06 12:00:00,Bilaspur,Torwa, Bilaspur,User 291,9876540291,Chicken Meat,Good,Good,Good,Good,Definitely not
MOCK-292,B-1292,REF-2292,07-05-2026,2026-05-07 12:00:00,Bilaspur,Torwa, Bilaspur,User 292,9876540292,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-293,B-1293,REF-2293,08-06-2026,2026-06-08 12:00:00,Bilaspur,Torwa, Bilaspur,User 293,9876540293,Chicken Meat,Good,Good,Good,Good,Definitely Yes
